Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     110/110         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [121]
-----------------------------------------------
                0.00    0.00     102/102         std::_Vector_base<Bond, std::allocator<Bond> >::_Vector_impl::_Vector_impl() [135]
[126]    0.0    0.00    0.00     102         std::allocator<Bond>::allocator() [126]
                0.00    0.00     113/113         __gnu_cxx::new_allocator<Bond>::new_allocator() [118]
-----------------------------------------------
                0.00    0.00     100/100         std::allocator<int>::allocator(std::allocator<int> const&) [120]
[127]    0.0    0.00    0.00     100         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [127]
-----------------------------------------------
                0.00    0.00      96/96          std::allocator<Coordinate>::~allocator() [145]
[128]    0.0    0.00    0.00      96         __gnu_cxx::new_allocator<Coordinate>::~new_allocator() [128]
-----------------------------------------------
                0.00    0.00      96/96          std::allocator<Bond>::~allocator() [147]
[129]    0.0    0.00    0.00      96         __gnu_cxx::new_allocator<Bond>::~new_allocator() [129]
-----------------------------------------------
                0.00    0.00      93/93          std::_Vector_base<Coordinate, std::allocator<Coordinate> >::~_Vector_base() [122]
[130]    0.0    0.00    0.00      93         std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_Vector_impl::~_Vector_impl() [130]
                0.00    0.00      82/82          std::allocator<Coordinate>::~allocator() [145]
-----------------------------------------------
                0.00    0.00      93/93          std::vector<Bond, std::allocator<Bond> >::vector() [140]
[131]    0.0    0.00    0.00      93         std::_Vector_base<Bond, std::allocator<Bond> >::_Vector_base() [131]
                0.00    0.00      90/90          std::_Vector_base<Bond, std::allocator<Bond> >::_Vector_impl::_Vector_impl() [135]
-----------------------------------------------
                0.00    0.00      93/93          std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [110]
[132]    0.0    0.00    0.00      93         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [132]
                0.00    0.00     103/103         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [125]
-----------------------------------------------
                0.00    0.00      91/91          std::_Vector_base<Coordinate, std::allocator<Coordinate> >::~_Vector_base() [122]
[133]    0.0    0.00    0.00      91         std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_M_deallocate(Coordinate*, unsigned long) [133]
-----------------------------------------------
                0.00    0.00      91/91          std::_Vector_base<Bond, std::allocator<Bond> >::~_Vector_base() [111]
[134]    0.0    0.00    0.00      91         std::_Vector_base<Bond, std::allocator<Bond> >::_Vector_impl::~_Vector_impl() [134]
                0.00    0.00      76/76          std::allocator<Bond>::~allocator() [147]
-----------------------------------------------
                0.00    0.00      90/90          std::_Vector_base<Bond, std::allocator<Bond> >::_Vector_base() [131]
[135]    0.0    0.00    0.00      90         std::_Vector_base<Bond, std::allocator<Bond> >::_Vector_impl::_Vector_impl() [135]
                0.00    0.00     102/102         std::allocator<Bond>::allocator() [126]
-----------------------------------------------
                0.00    0.00      89/89          std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [39]
[136]    0.0    0.00    0.00      89         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [136]
                0.00    0.00     124/124         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [110]
                0.00    0.00     104/104         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [124]
-----------------------------------------------
                0.00    0.00      88/88          std::_Vector_base<int, std::allocator<int> >::_Vector_base() [139]
[137]    0.0    0.00    0.00      88         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [137]
                0.00    0.00      79/213         std::allocator<int>::allocator() [101]
-----------------------------------------------
                0.00    0.00      87/87          void std::_Destroy<Coordinate*, Coordinate>(Coordinate*, Coordinate*, std::allocator<Coordinate>&) [141]
[138]    0.0    0.00    0.00      87         void std::_Destroy<Coordinate*>(Coordinate*, Coordinate*) [138]
                0.00    0.00      77/77          void std::_Destroy_aux<true>::__destroy<Coordinate*>(Coordinate*, Coordinate*) [146]
-----------------------------------------------
                0.00    0.00      86/86          std::vector<int, std::allocator<int> >::vector() [36]
[139]    0.0    0.00    0.00      86         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [139]
                0.00    0.00      88/88          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [137]
-----------------------------------------------
                0.00    0.00      86/86          Lattice::Lattice(int) [21]
[140]    0.0    0.00    0.00      86         std::vector<Bond, std::allocator<Bond> >::vector() [140]
                0.00    0.00      93/93          std::_Vector_base<Bond, std::allocator<Bond> >::_Vector_base() [131]
-----------------------------------------------
                0.00    0.00      86/86          std::vector<Coordinate, std::allocator<Coordinate> >::~vector() [116]
[141]    0.0    0.00    0.00      86         void std::_Destroy<Coordinate*, Coordinate>(Coordinate*, Coordinate*, std::allocator<Coordinate>&) [141]
                0.00    0.00      87/87          void std::_Destroy<Coordinate*>(Coordinate*, Coordinate*) [138]
-----------------------------------------------
                0.00    0.00      85/85          Lattice::Lattice(int) [21]
[142]    0.0    0.00    0.00      85         std::vector<int, std::allocator<int> >::end() [142]
                0.00    0.00     147/236         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [97]
-----------------------------------------------
                0.00    0.00      83/83          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [100]
[143]    0.0    0.00    0.00      83         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [143]
                0.00    0.00      82/82          __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [144]
-----------------------------------------------
                0.00    0.00      82/82          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [143]
[144]    0.0    0.00    0.00      82         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [144]
-----------------------------------------------
                0.00    0.00      82/82          std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_Vector_impl::~_Vector_impl() [130]
[145]    0.0    0.00    0.00      82         std::allocator<Coordinate>::~allocator() [145]
                0.00    0.00      96/96          __gnu_cxx::new_allocator<Coordinate>::~new_allocator() [128]
-----------------------------------------------
                0.00    0.00      77/77          void std::_Destroy<Coordinate*>(Coordinate*, Coordinate*) [138]
[146]    0.0    0.00    0.00      77         void std::_Destroy_aux<true>::__destroy<Coordinate*>(Coordinate*, Coordinate*) [146]
-----------------------------------------------
                0.00    0.00      76/76          std::_Vector_base<Bond, std::allocator<Bond> >::_Vector_impl::~_Vector_impl() [134]
[147]    0.0    0.00    0.00      76         std::allocator<Bond>::~allocator() [147]
                0.00    0.00      96/96          __gnu_cxx::new_allocator<Bond>::~new_allocator() [129]
-----------------------------------------------
                0.00    0.00      76/76          std::vector<Coordinate, std::allocator<Coordinate> >::~vector() [116]
[148]    0.0    0.00    0.00      76         std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_M_get_Tp_allocator() [148]
-----------------------------------------------
                0.00    0.00       3/18          arma::solve_opts::opts_none::opts_none() [189]
                0.00    0.00       3/18          arma::solve_opts::opts_fast::opts_fast() [188]
                0.00    0.00       3/18          arma::solve_opts::opts_equilibrate::opts_equilibrate() [187]
                0.00    0.00       3/18          arma::solve_opts::opts_no_approx::opts_no_approx() [186]
                0.00    0.00       3/18          arma::solve_opts::opts_triu::opts_triu() [191]
                0.00    0.00       3/18          arma::solve_opts::opts_tril::opts_tril() [190]
[149]    0.0    0.00    0.00      18         arma::solve_opts::opts::opts(unsigned long long) [149]
-----------------------------------------------
                0.00    0.00       3/15          arma::gmm_seed_keep_existing::gmm_seed_keep_existing() [195]
                0.00    0.00       3/15          arma::gmm_seed_static_subset::gmm_seed_static_subset() [199]
                0.00    0.00       3/15          arma::gmm_seed_static_spread::gmm_seed_static_spread() [198]
                0.00    0.00       3/15          arma::gmm_seed_random_subset::gmm_seed_random_subset() [197]
                0.00    0.00       3/15          arma::gmm_seed_random_spread::gmm_seed_random_spread() [196]
[150]    0.0    0.00    0.00      15         arma::gmm_seed_mode::gmm_seed_mode(unsigned long long) [150]
-----------------------------------------------
                0.00    0.00       1/14          Activator::calculateChi(arma::Col<double>&, arma::Col<double>&) [49]
                0.00    0.00       1/14          Activator::calculateConvolution() [47]
                0.00    0.00       4/14          arma::diskio::gen_tmp_name(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [175]
                0.00    0.00       4/14          arma::diskio::safe_rename(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [174]
                0.00    0.00       4/14          bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [176]
[151]    0.0    0.00    0.00      14         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [151]
-----------------------------------------------
                0.00    0.00      12/12          arma::Base<double, arma::Mat<double> >::Base() [157]
[152]    0.0    0.00    0.00      12         arma::Base_inv_yes<arma::Mat<double> >::Base_inv_yes() [152]
-----------------------------------------------
                0.00    0.00      12/12          arma::Base<double, arma::Mat<double> >::Base() [157]
[153]    0.0    0.00    0.00      12         arma::Base_eval_Mat<double, arma::Mat<double> >::Base_eval_Mat() [153]
-----------------------------------------------
                0.00    0.00      12/12          arma::Base<double, arma::Mat<double> >::Base() [157]
[154]    0.0    0.00    0.00      12         arma::Base_trans_default<arma::Mat<double> >::Base_trans_default() [154]
-----------------------------------------------
                0.00    0.00       1/12          Activator::calculateChi(arma::Col<double>&, arma::Col<double>&) [49]
                0.00    0.00       5/12          Activator::calculateConvolution() [47]
                0.00    0.00       6/12          Activator::~Activator() [225]
[155]    0.0    0.00    0.00      12         arma::Col<double>::~Col() [155]
                0.00    0.00      12/12          arma::Mat<double>::~Mat() [156]
-----------------------------------------------
                0.00    0.00      12/12          arma::Col<double>::~Col() [155]
[156]    0.0    0.00    0.00      12         arma::Mat<double>::~Mat() [156]
-----------------------------------------------
                0.00    0.00       4/12          arma::Mat<double>::Mat(arma::arma_vec_indicator const&, unsigned long long, unsigned long long, unsigned int) [173]
                0.00    0.00       8/12          arma::Mat<double>::Mat(arma::arma_vec_indicator const&, unsigned int) [162]
[157]    0.0    0.00    0.00      12         arma::Base<double, arma::Mat<double> >::Base() [157]
                0.00    0.00      12/12          arma::Base_eval_Mat<double, arma::Mat<double> >::Base_eval_Mat() [153]
                0.00    0.00      12/12          arma::Base_inv_yes<arma::Mat<double> >::Base_inv_yes() [152]
                0.00    0.00      12/12          arma::Base_trans_default<arma::Mat<double> >::Base_trans_default() [154]
-----------------------------------------------
                0.00    0.00       4/12          std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [181]
                0.00    0.00       8/12          std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [163]
[158]    0.0    0.00    0.00      12         std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [158]
-----------------------------------------------
                0.00    0.00      11/11          double* arma::memory::acquire<double>(unsigned long long) [160]
[159]    0.0    0.00    0.00      11         void arma::arma_check_bad_alloc<char [39]>(bool, char const (&) [39]) [159]
-----------------------------------------------
                0.00    0.00       4/11          arma::Mat<double>::init_cold() [172]
                0.00    0.00       7/11          arma::Mat<double>::init_warm(unsigned long long, unsigned long long) [168]
[160]    0.0    0.00    0.00      11         double* arma::memory::acquire<double>(unsigned long long) [160]
                0.00    0.00      11/11          void arma::arma_check_bad_alloc<char [39]>(bool, char const (&) [39]) [159]
-----------------------------------------------
                0.00    0.00       3/9           arma::gmm_dist_eucl::gmm_dist_eucl() [192]
                0.00    0.00       3/9           arma::gmm_dist_maha::gmm_dist_maha() [193]
                0.00    0.00       3/9           arma::gmm_dist_prob::gmm_dist_prob() [194]
[161]    0.0    0.00    0.00       9         arma::gmm_dist_mode::gmm_dist_mode(unsigned long long) [161]
-----------------------------------------------
                0.00    0.00       1/8           arma::Col<double>::Col<arma::eOp<arma::Mat<double>, arma::eop_pow> >(arma::Base<double, arma::eOp<arma::Mat<double>, arma::eop_pow> > const&) [216]
                0.00    0.00       7/8           arma::Col<double>::Col() [167]
[162]    0.0    0.00    0.00       8         arma::Mat<double>::Mat(arma::arma_vec_indicator const&, unsigned int) [162]
                0.00    0.00       8/12          arma::Base<double, arma::Mat<double> >::Base() [157]
-----------------------------------------------
                0.00    0.00       4/8           std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [181]
                0.00    0.00       4/8           std::ios_base::unsetf(std::_Ios_Fmtflags) [183]
[163]    0.0    0.00    0.00       8         std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [163]
                0.00    0.00       8/12          std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [158]
-----------------------------------------------
                0.00    0.00       4/8           std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [181]
                0.00    0.00       4/8           std::ios_base::unsetf(std::_Ios_Fmtflags) [183]
[164]    0.0    0.00    0.00       8         std::operator~(std::_Ios_Fmtflags) [164]
-----------------------------------------------
                0.00    0.00       4/8           std::ios_base::setf(std::_Ios_Fmtflags) [180]
                0.00    0.00       4/8           std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [181]
[165]    0.0    0.00    0.00       8         std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [165]
                0.00    0.00       8/8           std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [166]
-----------------------------------------------
                0.00    0.00       8/8           std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [165]
[166]    0.0    0.00    0.00       8         std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [166]
-----------------------------------------------
                0.00    0.00       1/7           arma::enable_if2<arma::is_Mat<arma::Col<double> >::value, arma::Col<double> >::result arma::linspace<arma::Col<double> >(arma::Col<double>::pod_type, arma::Col<double>::pod_type, unsigned long long) [224]
                0.00    0.00       6/7           Activator::Activator(int, LatticeType_t) [38]
[167]    0.0    0.00    0.00       7         arma::Col<double>::Col() [167]
                0.00    0.00       7/8           arma::Mat<double>::Mat(arma::arma_vec_indicator const&, unsigned int) [162]
-----------------------------------------------
                0.00    0.00       1/7           arma::Mat<double> const& arma::Mat<double>::operator=<arma::Mat<double>, arma::eop_pow>(arma::eOp<arma::Mat<double>, arma::eop_pow> const&) [217]
                0.00    0.00       6/7           arma::Mat<double>::set_size(unsigned long long) [170]
[168]    0.0    0.00    0.00       7         arma::Mat<double>::init_warm(unsigned long long, unsigned long long) [168]
                0.00    0.00       7/11          double* arma::memory::acquire<double>(unsigned long long) [160]
-----------------------------------------------
                0.00    0.00       7/7           arma::Mat<double>::fill(double) [37]
[169]    0.0    0.00    0.00       7         void arma::arrayops::inplace_set<double>(double*, double, unsigned long long) [169]
-----------------------------------------------
                0.00    0.00       1/6           arma::enable_if2<arma::is_Mat<arma::Col<double> >::value, arma::Col<double> >::result arma::linspace<arma::Col<double> >(arma::Col<double>::pod_type, arma::Col<double>::pod_type, unsigned long long) [224]
                0.00    0.00       5/6           Activator::Activator(int, LatticeType_t) [38]
[170]    0.0    0.00    0.00       6         arma::Mat<double>::set_size(unsigned long long) [170]
                0.00    0.00       6/7           arma::Mat<double>::init_warm(unsigned long long, unsigned long long) [168]
-----------------------------------------------
                0.00    0.00       1/4           Activator::calculateChi(arma::Col<double>&, arma::Col<double>&) [49]
                0.00    0.00       3/4           Activator::calculateConvolution() [47]
[171]    0.0    0.00    0.00       4         arma::Col<double>::Col(unsigned long long) [171]
                0.00    0.00       4/4           arma::Mat<double>::Mat(arma::arma_vec_indicator const&, unsigned long long, unsigned long long, unsigned int) [173]
-----------------------------------------------
                0.00    0.00       4/4           arma::Mat<double>::Mat(arma::arma_vec_indicator const&, unsigned long long, unsigned long long, unsigned int) [173]
[172]    0.0    0.00    0.00       4         arma::Mat<double>::init_cold() [172]
                0.00    0.00       4/11          double* arma::memory::acquire<double>(unsigned long long) [160]
-----------------------------------------------
                0.00    0.00       4/4           arma::Col<double>::Col(unsigned long long) [171]
[173]    0.0    0.00    0.00       4         arma::Mat<double>::Mat(arma::arma_vec_indicator const&, unsigned long long, unsigned long long, unsigned int) [173]
                0.00    0.00       4/12          arma::Base<double, arma::Mat<double> >::Base() [157]
                0.00    0.00       4/4           arma::Mat<double>::init_cold() [172]
-----------------------------------------------
                0.00    0.00       4/4           bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [176]
[174]    0.0    0.00    0.00       4         arma::diskio::safe_rename(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [174]
                0.00    0.00       4/14          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [151]
-----------------------------------------------
                0.00    0.00       4/4           bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [176]
[175]    0.0    0.00    0.00       4         arma::diskio::gen_tmp_name(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [175]
                0.00    0.00       4/14          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [151]
-----------------------------------------------
                0.00    0.00       4/4           arma::Mat<double>::save(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, arma::file_type, bool) const [178]
[176]    0.0    0.00    0.00       4         bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [176]
                0.00    0.00       4/4           arma::diskio::gen_tmp_name(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [175]
                0.00    0.00       4/14          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [151]
                0.00    0.00       4/4           bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::ostream&) [177]
                0.00    0.00       4/4           arma::diskio::safe_rename(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [174]
-----------------------------------------------
                0.00    0.00       4/4           bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [176]
[177]    0.0    0.00    0.00       4         bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::ostream&) [177]
                0.00    0.00  119483/119483      std::isfinite(double) [61]
                0.00    0.00     517/517         void arma::arma_ostream::print_elem_zero<double>(std::ostream&, bool) [91]
                0.00    0.00       4/4           std::ios_base::flags() const [179]
                0.00    0.00       4/4           std::ios_base::setf(std::_Ios_Fmtflags) [180]
                0.00    0.00       4/4           std::ios_base::precision(long) [184]
                0.00    0.00       4/4           std::isinf(double) [185]
                0.00    0.00       4/4           std::ios_base::flags(std::_Ios_Fmtflags) [182]
-----------------------------------------------
                0.00    0.00       1/4           Activator::calculateChi(arma::Col<double>&, arma::Col<double>&) [49]
                0.00    0.00       3/4           Activator::calculateConvolution() [47]
[178]    0.0    0.00    0.00       4         arma::Mat<double>::save(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, arma::file_type, bool) const [178]
                0.00    0.00       4/4           bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [176]
-----------------------------------------------
                0.00    0.00       4/4           bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::ostream&) [177]
[179]    0.0    0.00    0.00       4         std::ios_base::flags() const [179]
-----------------------------------------------
                0.00    0.00       4/4           bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::ostream&) [177]
[180]    0.0    0.00    0.00       4         std::ios_base::setf(std::_Ios_Fmtflags) [180]
                0.00    0.00       4/8           std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [165]
-----------------------------------------------
                0.00    0.00       4/4           std::hex(std::ios_base&) [417]
[181]    0.0    0.00    0.00       4         std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [181]
                0.00    0.00       4/8           std::operator~(std::_Ios_Fmtflags) [164]
                0.00    0.00       4/8           std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [163]
                0.00    0.00       4/12          std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [158]
                0.00    0.00       4/8           std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [165]
-----------------------------------------------
                0.00    0.00       4/4           bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::ostream&) [177]
[182]    0.0    0.00    0.00       4         std::ios_base::flags(std::_Ios_Fmtflags) [182]
-----------------------------------------------
                0.00    0.00       4/4           std::noshowbase(std::ios_base&) [394]
[183]    0.0    0.00    0.00       4         std::ios_base::unsetf(std::_Ios_Fmtflags) [183]
                0.00    0.00       4/8           std::operator~(std::_Ios_Fmtflags) [164]
                0.00    0.00       4/8           std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [163]
-----------------------------------------------
                0.00    0.00       4/4           bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::ostream&) [177]
[184]    0.0    0.00    0.00       4         std::ios_base::precision(long) [184]
-----------------------------------------------
                0.00    0.00       4/4           bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::ostream&) [177]
[185]    0.0    0.00    0.00       4         std::isinf(double) [185]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[186]    0.0    0.00    0.00       3         arma::solve_opts::opts_no_approx::opts_no_approx() [186]
                0.00    0.00       3/18          arma::solve_opts::opts::opts(unsigned long long) [149]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[187]    0.0    0.00    0.00       3         arma::solve_opts::opts_equilibrate::opts_equilibrate() [187]
                0.00    0.00       3/18          arma::solve_opts::opts::opts(unsigned long long) [149]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[188]    0.0    0.00    0.00       3         arma::solve_opts::opts_fast::opts_fast() [188]
                0.00    0.00       3/18          arma::solve_opts::opts::opts(unsigned long long) [149]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[189]    0.0    0.00    0.00       3         arma::solve_opts::opts_none::opts_none() [189]
                0.00    0.00       3/18          arma::solve_opts::opts::opts(unsigned long long) [149]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[190]    0.0    0.00    0.00       3         arma::solve_opts::opts_tril::opts_tril() [190]
                0.00    0.00       3/18          arma::solve_opts::opts::opts(unsigned long long) [149]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[191]    0.0    0.00    0.00       3         arma::solve_opts::opts_triu::opts_triu() [191]
                0.00    0.00       3/18          arma::solve_opts::opts::opts(unsigned long long) [149]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[192]    0.0    0.00    0.00       3         arma::gmm_dist_eucl::gmm_dist_eucl() [192]
                0.00    0.00       3/9           arma::gmm_dist_mode::gmm_dist_mode(unsigned long long) [161]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[193]    0.0    0.00    0.00       3         arma::gmm_dist_maha::gmm_dist_maha() [193]
                0.00    0.00       3/9           arma::gmm_dist_mode::gmm_dist_mode(unsigned long long) [161]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[194]    0.0    0.00    0.00       3         arma::gmm_dist_prob::gmm_dist_prob() [194]
                0.00    0.00       3/9           arma::gmm_dist_mode::gmm_dist_mode(unsigned long long) [161]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[195]    0.0    0.00    0.00       3         arma::gmm_seed_keep_existing::gmm_seed_keep_existing() [195]
                0.00    0.00       3/15          arma::gmm_seed_mode::gmm_seed_mode(unsigned long long) [150]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[196]    0.0    0.00    0.00       3         arma::gmm_seed_random_spread::gmm_seed_random_spread() [196]
                0.00    0.00       3/15          arma::gmm_seed_mode::gmm_seed_mode(unsigned long long) [150]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[197]    0.0    0.00    0.00       3         arma::gmm_seed_random_subset::gmm_seed_random_subset() [197]
                0.00    0.00       3/15          arma::gmm_seed_mode::gmm_seed_mode(unsigned long long) [150]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[198]    0.0    0.00    0.00       3         arma::gmm_seed_static_spread::gmm_seed_static_spread() [198]
                0.00    0.00       3/15          arma::gmm_seed_mode::gmm_seed_mode(unsigned long long) [150]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [212]
[199]    0.0    0.00    0.00       3         arma::gmm_seed_static_subset::gmm_seed_static_subset() [199]
                0.00    0.00       3/15          arma::gmm_seed_mode::gmm_seed_mode(unsigned long long) [150]
-----------------------------------------------
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [210]
                0.00    0.00       1/3           __static_initialization_and_destruction_0(int, int) [211]
